,precision,recall,f1,hashcode
0,0.7848206162452698,0.8114496469497681,0.7979130148887634,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
1,0.7775915861129761,0.8225743174552917,0.799450695514679,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
2,0.7673198580741882,0.8161060214042664,0.7909613847732544,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
3,0.7580287456512451,0.8341841697692871,0.794285237789154,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
4,0.7339752912521362,0.8195925951004028,0.7744247317314148,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
5,0.7325589060783386,0.8268153667449951,0.7768384218215942,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
6,0.7843017578125,0.8058014512062073,0.7949063181877136,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
7,0.7639119625091553,0.8229025602340698,0.7923107147216797,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
8,0.7664123773574829,0.8238474130630493,0.7940927147865295,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
9,0.7815265655517578,0.7932243347167969,0.7873320579528809,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
10,0.672909140586853,0.8191127181053162,0.7388476729393005,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
11,0.7588908672332764,0.8288333415985107,0.7923215627670288,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
12,0.6491618156433105,0.8035380244255066,0.7181472182273865,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
13,0.7716549634933472,0.8173417448997498,0.7938416004180908,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
14,0.786690354347229,0.8190087676048279,0.8025243282318115,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
15,0.7934248447418213,0.8000338077545166,0.7967156171798706,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
16,0.7802724838256836,0.8192837238311768,0.799302339553833,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
17,0.782151460647583,0.7987029552459717,0.7903405427932739,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
18,0.6426823139190674,0.8089580535888672,0.7162972688674927,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
19,0.7555702924728394,0.7840348482131958,0.769539475440979,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
20,0.7637684941291809,0.8145590424537659,0.788346529006958,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
21,0.7626222372055054,0.8252281546592712,0.7926910519599915,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
22,0.760704517364502,0.8160752654075623,0.7874176502227783,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
23,0.7695589065551758,0.8046960830688477,0.7867353558540344,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
24,0.7629762291908264,0.7768166661262512,0.7698342800140381,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
25,0.7819593548774719,0.7893598675727844,0.7856422066688538,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
26,0.7474502325057983,0.8130853772163391,0.7788875102996826,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
27,0.7618677616119385,0.8158236145973206,0.7879230976104736,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
28,0.7591882944107056,0.8112669587135315,0.7843641042709351,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
29,0.8198648691177368,0.8347293734550476,0.8272303342819214,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
30,0.7889024019241333,0.7936034798622131,0.7912459373474121,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
31,0.7706705331802368,0.8157080411911011,0.7925499677658081,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
32,0.7593091130256653,0.8229069709777832,0.7898298501968384,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
33,0.7647199630737305,0.816923975944519,0.7899604439735413,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
34,0.7809358835220337,0.8023309707641602,0.7914888262748718,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
35,0.6549417972564697,0.811459481716156,0.7248476147651672,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
36,0.7924805879592896,0.8167164921760559,0.8044159412384033,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
37,0.6467838883399963,0.7794351577758789,0.7069407105445862,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
38,0.7740223407745361,0.8057316541671753,0.7895587682723999,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
39,0.756256103515625,0.8130372166633606,0.7836194634437561,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
40,0.7718261480331421,0.7925880551338196,0.7820692658424377,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
41,0.7827529907226562,0.8306885957717896,0.8060086965560913,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
42,0.7562295794487,0.8074605464935303,0.7810057997703552,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
43,0.7894774675369263,0.8104008436203003,0.7998023629188538,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
44,0.7855916023254395,0.8091570138931274,0.7972002029418945,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
45,0.7041531801223755,0.80183345079422,0.7498254776000977,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
46,0.7251402139663696,0.8087385296821594,0.7646612524986267,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
47,0.7833110690116882,0.8042019605636597,0.7936190366744995,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
48,0.7677901983261108,0.7964837551116943,0.7818738222122192,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
49,0.8036167025566101,0.7807741165161133,0.7920307517051697,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
50,0.7907826900482178,0.8332940340042114,0.8114820122718811,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
51,0.720410168170929,0.7969050407409668,0.7567293643951416,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
52,0.7621411085128784,0.7993186712265015,0.7802873253822327,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
53,0.7708291411399841,0.7993247509002686,0.7848183512687683,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
54,0.7735216617584229,0.83072429895401,0.8011031746864319,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
55,0.8041297197341919,0.7934750318527222,0.7987668514251709,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
56,0.7740517258644104,0.8120136260986328,0.7925784587860107,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
57,0.7729290723800659,0.795071542263031,0.783843994140625,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
58,0.7690913081169128,0.8196682333946228,0.7935746908187866,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
59,0.791327714920044,0.7762036323547363,0.7836927175521851,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
60,0.762336015701294,0.8124681711196899,0.786604106426239,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
61,0.784007728099823,0.7985185980796814,0.7911966443061829,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
62,0.7801740169525146,0.8296328783035278,0.8041437268257141,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
63,0.8055923581123352,0.7996273040771484,0.802598774433136,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
64,0.7701690196990967,0.8033612966537476,0.7864151000976562,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
65,0.7794653177261353,0.8084307909011841,0.7936838865280151,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
66,0.7713085412979126,0.797044038772583,0.7839651703834534,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
67,0.7742314338684082,0.7815933227539062,0.7778949737548828,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
68,0.7383667826652527,0.7852270603179932,0.7610762715339661,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
69,0.7763807773590088,0.8238219022750854,0.7993981242179871,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
70,0.7744566202163696,0.7887433767318726,0.781534731388092,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
71,0.7787611484527588,0.7984979152679443,0.7885060906410217,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
72,0.798251748085022,0.8113499879837036,0.8047475814819336,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
73,0.7650569677352905,0.8144943714141846,0.7890020608901978,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
74,0.7461297512054443,0.8284119367599487,0.7851209044456482,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
75,0.7745260000228882,0.8068454265594482,0.7903554439544678,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
76,0.7753757834434509,0.8226123452186584,0.7982959151268005,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
77,0.7624543905258179,0.8098821640014648,0.7854529619216919,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
78,0.6515087485313416,0.8018654584884644,0.7189096808433533,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
79,0.7397319078445435,0.8088967800140381,0.7727698087692261,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
80,0.7710390090942383,0.8164269924163818,0.7930841445922852,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
81,0.71900475025177,0.8311778903007507,0.7710328698158264,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
82,0.7552789449691772,0.7965611219406128,0.7753709554672241,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
83,0.7786952257156372,0.8319694995880127,0.8044513463973999,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
84,0.7844696044921875,0.8079700469970703,0.7960463762283325,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
85,0.7753406763076782,0.8127846121788025,0.7936212420463562,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
86,0.7885581254959106,0.8037313222885132,0.7960724830627441,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
87,0.7740862369537354,0.8106511235237122,0.7919468879699707,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
88,0.7427074313163757,0.823483943939209,0.7810126543045044,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
89,0.7547935247421265,0.8170234560966492,0.7846766710281372,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
90,0.7186000347137451,0.8040100932121277,0.7589095830917358,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
91,0.8293725848197937,0.8170724511146545,0.8231765627861023,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
92,0.7462610006332397,0.8284341096878052,0.7852035164833069,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
93,0.7730852365493774,0.7863240242004395,0.7796484231948853,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
94,0.7076433897018433,0.8030683994293213,0.7523421049118042,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
95,0.783219039440155,0.8084444403648376,0.7956318259239197,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
96,0.7867913842201233,0.8071988821029663,0.7968645095825195,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
97,0.7554095387458801,0.8036141395568848,0.7787666916847229,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
98,0.7839080095291138,0.818808376789093,0.8009781837463379,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
99,0.6997587084770203,0.8014966249465942,0.7471804022789001,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
