,precision,recall,f1,hashcode
0,0.7854321599006653,0.8117787837982178,0.7983881831169128,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
1,0.7571633458137512,0.808674693107605,0.7820717096328735,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
2,0.7649475336074829,0.8194178342819214,0.7912462949752808,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
3,0.75901198387146,0.8252590894699097,0.7907504439353943,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
4,0.7616703510284424,0.8100551962852478,0.7851179838180542,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
5,0.7435607314109802,0.8304175138473511,0.7845926284790039,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
6,0.7672510743141174,0.7860407829284668,0.7765323519706726,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
7,0.754025936126709,0.8037256002426147,0.7780829071998596,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
8,0.7748889327049255,0.8072935342788696,0.7907594442367554,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
9,0.7576741576194763,0.7844141721725464,0.7708123922348022,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
10,0.7531020045280457,0.8087908029556274,0.7799535989761353,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
11,0.770735502243042,0.8390399217605591,0.8034386038780212,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
12,0.7427719831466675,0.7896013855934143,0.7654711008071899,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
13,0.7598901987075806,0.8116805553436279,0.784932017326355,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
14,0.7485734224319458,0.8012229800224304,0.7740039229393005,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
15,0.7694974541664124,0.7966313362121582,0.7828293442726135,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
16,0.718227744102478,0.7975051403045654,0.7557932138442993,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
17,0.769303560256958,0.7851178646087646,0.7771302461624146,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
18,0.7633841037750244,0.804925799369812,0.7836048007011414,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
19,0.7782585620880127,0.7986035346984863,0.7882997989654541,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
20,0.7687363624572754,0.8119908571243286,0.7897717952728271,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
21,0.7476872205734253,0.8213688135147095,0.7827980518341064,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
22,0.7440816164016724,0.8005638718605042,0.7712900638580322,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
23,0.7526000142097473,0.7974672317504883,0.7743842601776123,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
24,0.7637836337089539,0.7652492523193359,0.76451575756073,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
25,0.7365372776985168,0.7930262088775635,0.7637386918067932,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
26,0.7720855474472046,0.7945969104766846,0.7831794619560242,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
27,0.7328057289123535,0.7984765768051147,0.7642329335212708,roberta-large_L17_no-idf_version=0.3.12(hug_trans=4.34.0.dev0)
